CVE_CUENTA,CVE_PERIODO,CVE_ESTADO,CVE_MUNICIPIO,CVE_INSTITUCION,CUENTAS_NOMINA,CUENTAS_TOTALES,CUENTAS_MA,CUNETAS_NIVEL1,CUENTAS_NIVEL2,CUENTAS_NIVEL3,CUENTAS_NIVEL4,CUENTAS_AHORRO,CUENTAS_PLAZOFIJO,,,,,,,,
"1,026,023",202002,20,20476,40002,0,1,1,0,1,0,0,0,0,,,,,,,,
"1,026,024",202002,20,20477,40002,0,2,2,0,2,0,0,0,0,,,,,,,,
"1,026,025",202002,20,20478,40002,0,24,24,0,24,0,0,0,0,,,,,,,,
"1,026,026",202002,20,20479,40002,0,1,1,0,1,0,0,0,0,,,,,,,,
"1,026,027",202002,20,20480,40002,0,4,4,0,4,0,0,0,0,,,,,,,,
"1,026,028",202002,20,20481,40002,0,5,5,0,5,0,0,0,0,,,,,,,,
"1,026,029",202002,20,20482,40002,1792,9267,7475,0,3015,0,6252,0,548,,,,,,,,
"1,026,030",202002,20,20482,40012,3402,8695,5293,0,848,0,7847,0,653,,,,,,,,
"1,026,031",202002,20,20482,40014,4959,7440,2481,0,123,1,7316,0,806,,,,,,,,
"1,026,032",202002,20,20482,40021,422,2834,2412,0,0,0,2834,0,418,,,,,,,,
"1,026,033",202002,20,20482,40072,499,3581,3082,0,123,18,3440,0,833,,,,,,,,
"1,026,034",202002,20,20482,40127,245,10906,10661,3,0,0,10903,0,91,,,,,,,,
"1,026,035",202002,20,20482,40130,0,1460,1460,0,31,0,1429,0,259,,,,,,,,
"1,026,036",202002,20,20482,40137,182,14328,14146,0,0,0,14328,0,75,,,,,,,,
"1,026,037",202002,20,20483,40002,0,376,376,0,376,0,0,0,0,,,,,,,,
"1,026,038",202002,20,20484,40002,0,16,16,0,16,0,0,0,0,,,,,,,,
"1,026,039",202002,20,20485,40002,0,346,346,0,346,0,0,0,0,,,,,,,,
"1,026,040",202002,20,20486,40002,0,12,12,0,12,0,0,0,0,,,,,,,,
"1,026,041",202002,20,20487,40002,0,45,45,0,45,0,0,0,0,,,,,,,,
"1,026,042",202002,20,20489,40002,0,21,21,0,21,0,0,0,0,,,,,,,,
"1,026,043",202002,20,20490,40002,0,5,5,0,5,0,0,0,0,,,,,,,,
"1,026,044",202002,20,20491,40002,0,20,20,0,20,0,0,0,0,,,,,,,,
"1,026,045",202002,20,20492,40002,0,23,23,0,23,0,0,0,0,,,,,,,,
"1,026,046",202002,20,20493,40002,0,7,7,0,7,0,0,0,0,,,,,,,,
"1,026,047",202002,20,20494,40002,0,27,27,0,27,0,0,0,0,,,,,,,,
"1,026,048",202002,20,20495,40002,0,71,71,0,71,0,0,0,0,,,,,,,,
"1,026,049",202002,20,20496,40002,0,3,3,0,3,0,0,0,0,,,,,,,,
"1,026,050",202002,20,20497,40002,0,4,4,0,4,0,0,0,0,,,,,,,,
"1,026,051",202002,20,20498,40002,0,37,37,0,37,0,0,0,0,,,,,,,,
"1,026,052",202002,20,20499,40002,0,23,23,0,23,0,0,0,0,,,,,,,,
"1,026,053",202002,20,20500,40002,0,29,29,0,29,0,0,0,0,,,,,,,,
"1,026,054",202002,20,20501,40002,0,1,1,0,1,0,0,0,0,,,,,,,,
"1,026,055",202002,20,20502,40002,0,42,42,0,42,0,0,0,0,,,,,,,,
"1,026,056",202002,20,20504,40002,0,11,11,0,11,0,0,0,0,,,,,,,,
"1,026,057",202002,20,20505,40002,0,596,596,0,596,0,0,0,0,,,,,,,,
"1,026,058",202002,20,20505,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,026,059",202002,20,20506,40002,0,5,5,0,5,0,0,0,0,,,,,,,,
"1,026,060",202002,20,20507,40002,0,281,281,0,281,0,0,0,0,,,,,,,,
"1,026,061",202002,20,20508,40002,0,89,89,0,89,0,0,0,0,,,,,,,,
"1,026,062",202002,20,20509,40002,0,32,32,0,32,0,0,0,0,,,,,,,,
"1,026,063",202002,20,20510,40002,0,3,3,0,3,0,0,0,0,,,,,,,,
"1,026,064",202002,20,20511,40002,0,28,28,0,28,0,0,0,0,,,,,,,,
"1,026,065",202002,20,20512,40002,0,1,1,0,1,0,0,0,0,,,,,,,,
"1,026,066",202002,20,20513,40002,0,176,176,0,176,0,0,0,0,,,,,,,,
"1,026,067",202002,20,20514,40002,0,1,1,0,1,0,0,0,0,,,,,,,,
"1,026,068",202002,20,20515,40002,2940,13922,10982,0,7188,0,6734,0,372,,,,,,,,
"1,026,069",202002,20,20515,40012,2460,5436,2976,0,1032,1,4403,0,345,,,,,,,,
"1,026,070",202002,20,20515,40014,815,1662,847,0,31,0,1631,0,199,,,,,,,,
"1,026,071",202002,20,20515,40036,29,79,50,0,1,0,78,0,2,,,,,,,,
"1,026,072",202002,20,20515,40072,876,2606,1730,0,215,31,2360,0,478,,,,,,,,
"1,026,073",202002,20,20515,40127,176,5328,5152,0,0,0,5328,0,64,,,,,,,,
"1,026,074",202002,20,20515,40130,0,76,76,0,0,0,76,0,5,,,,,,,,
"1,026,075",202002,20,20515,40137,158,10512,10354,0,0,0,10512,0,4,,,,,,,,
"1,026,076",202002,20,20515,40150,0,1,1,0,0,0,1,0,1,,,,,,,,
"1,026,077",202002,20,20517,40002,0,32,32,0,32,0,0,0,0,,,,,,,,
"1,026,078",202002,20,20518,40002,0,3,3,0,3,0,0,0,0,,,,,,,,
"1,026,079",202002,20,20519,40002,0,62,62,0,62,0,0,0,0,,,,,,,,
"1,026,080",202002,20,20520,40002,0,38,38,0,38,0,0,0,0,,,,,,,,
"1,026,081",202002,20,20521,40002,0,4,4,0,4,0,0,0,0,,,,,,,,
"1,026,082",202002,20,20522,40002,0,9,9,0,9,0,0,0,0,,,,,,,,
"1,026,083",202002,20,20523,40002,0,13,13,0,13,0,0,0,0,,,,,,,,
"1,026,084",202002,20,20525,40002,0,281,281,0,281,0,0,0,0,,,,,,,,
"1,026,085",202002,20,20526,40002,0,82,82,0,82,0,0,0,0,,,,,,,,
"1,026,086",202002,20,20526,40127,66,2618,2552,0,0,0,2618,0,56,,,,,,,,
"1,026,087",202002,20,20527,40002,0,11,11,0,11,0,0,0,0,,,,,,,,
"1,026,088",202002,20,20528,40002,0,8,8,0,8,0,0,0,0,,,,,,,,
"1,026,089",202002,20,20529,40002,0,6,6,0,6,0,0,0,0,,,,,,,,
"1,026,090",202002,20,20530,40002,0,52,52,0,52,0,0,0,0,,,,,,,,
"1,026,091",202002,20,20531,40002,0,44,44,0,44,0,0,0,0,,,,,,,,
"1,026,092",202002,20,20532,40002,0,14,14,0,14,0,0,0,0,,,,,,,,
"1,026,093",202002,20,20533,40002,0,23,23,0,23,0,0,0,0,,,,,,,,
"1,026,094",202002,20,20534,40002,0,8,8,0,8,0,0,0,0,,,,,,,,
"1,026,095",202002,20,20535,40002,0,8,8,0,8,0,0,0,0,,,,,,,,
"1,026,096",202002,20,20537,40002,0,26,26,0,26,0,0,0,0,,,,,,,,
"1,026,097",202002,20,20538,40002,0,2,2,0,2,0,0,0,0,,,,,,,,
"1,026,098",202002,20,20539,40002,0,348,348,0,348,0,0,0,0,,,,,,,,
"1,026,099",202002,20,20540,40002,0,48,48,0,48,0,0,0,0,,,,,,,,
"1,026,100",202002,20,20540,40127,19,2039,2020,0,0,0,2039,0,13,,,,,,,,
"1,026,101",202002,20,20541,40002,0,6,6,0,6,0,0,0,0,,,,,,,,
"1,026,102",202002,20,20542,40002,0,11,11,0,11,0,0,0,0,,,,,,,,
"1,026,103",202002,20,20543,40002,0,23,23,0,23,0,0,0,0,,,,,,,,
"1,026,104",202002,20,20544,40002,0,9,9,0,9,0,0,0,0,,,,,,,,
"1,026,105",202002,20,20545,40002,0,140,140,0,140,0,0,0,0,,,,,,,,
"1,026,106",202002,20,20545,40127,149,3324,3175,0,0,0,3324,0,6,,,,,,,,
"1,026,107",202002,20,20546,40002,0,82,82,0,82,0,0,0,0,,,,,,,,
"1,026,108",202002,20,20547,40002,0,7,7,0,7,0,0,0,0,,,,,,,,
"1,026,109",202002,20,20548,40002,0,35,35,0,35,0,0,0,0,,,,,,,,
"1,026,110",202002,20,20549,40002,0,24,24,0,24,0,0,0,0,,,,,,,,
"1,026,111",202002,20,20550,40002,0,218,218,0,218,0,0,0,0,,,,,,,,
"1,026,112",202002,20,20551,40002,1423,8407,6984,0,1607,0,6800,0,1343,,,,,,,,
"1,026,113",202002,20,20551,40012,23,25,2,0,24,0,1,0,0,,,,,,,,
"1,026,114",202002,20,20551,40014,377,1266,889,0,6,0,1260,0,157,,,,,,,,
"1,026,115",202002,20,20551,40127,271,5893,5622,0,0,0,5893,0,42,,,,,,,,
"1,026,116",202002,20,20551,40130,0,128,128,0,128,0,0,0,0,,,,,,,,
"1,026,117",202002,20,20552,40002,0,2,2,0,2,0,0,0,0,,,,,,,,
"1,026,118",202002,20,20553,40002,1543,2021,478,0,312,0,1709,0,1,,,,,,,,
"1,026,119",202002,20,20553,40072,5542,6574,1032,0,2353,407,3814,0,75,,,,,,,,
"1,026,120",202002,20,20554,40002,0,41,41,0,41,0,0,0,0,,,,,,,,
"1,026,121",202002,20,20555,40002,0,13,13,0,13,0,0,0,0,,,,,,,,
"1,026,122",202002,20,20557,40002,0,1163,1163,0,1163,0,0,0,0,,,,,,,,
"1,026,123",202002,20,20558,40002,0,27,27,0,27,0,0,0,0,,,,,,,,
"1,026,124",202002,20,20559,40002,0,167,167,0,167,0,0,0,0,,,,,,,,
"1,026,125",202002,20,20559,40127,58,2387,2329,0,0,0,2387,0,47,,,,,,,,
"1,026,126",202002,20,20559,40137,30,6291,6261,0,0,0,6291,0,194,,,,,,,,
"1,026,127",202002,20,20560,40002,0,24,24,0,24,0,0,0,0,,,,,,,,
"1,026,128",202002,20,20561,40002,0,14,14,0,14,0,0,0,0,,,,,,,,
"1,026,129",202002,20,20562,40002,0,9,9,0,9,0,0,0,0,,,,,,,,
"1,026,130",202002,20,20563,40002,0,9,9,0,9,0,0,0,0,,,,,,,,
"1,026,131",202002,20,20564,40002,0,6,6,0,6,0,0,0,0,,,,,,,,
"1,026,132",202002,20,20565,40002,0,1059,1059,0,1059,0,0,0,0,,,,,,,,
"1,026,133",202002,20,20566,40002,0,9,9,0,9,0,0,0,0,,,,,,,,
"1,026,134",202002,20,20567,40002,0,66,66,0,66,0,0,0,0,,,,,,,,
"1,026,135",202002,20,20568,40002,0,3,3,0,3,0,0,0,0,,,,,,,,
"1,026,136",202002,20,20569,40002,0,18,18,0,18,0,0,0,0,,,,,,,,
"1,026,137",202002,20,20570,40002,1327,5718,4391,0,1231,0,4487,0,641,,,,,,,,
"1,026,138",202002,20,20570,40127,279,4174,3895,0,0,0,4174,0,16,,,,,,,,
"1,026,139",202002,21,21001,40002,0,3743,3743,0,3743,0,0,0,0,,,,,,,,
"1,026,140",202002,21,21001,40137,51,6514,6463,0,0,0,6514,0,129,,,,,,,,
"1,026,141",202002,21,21002,40002,0,137,137,0,137,0,0,0,0,,,,,,,,
"1,026,142",202002,21,21003,40002,715,3482,2767,0,1931,0,1551,0,150,,,,,,,,
"1,026,143",202002,21,21003,40014,4563,8920,4357,0,8,5,8907,4,6415,,,,,,,,
"1,026,144",202002,21,21003,40021,392,3055,2663,0,0,0,3055,0,746,,,,,,,,
"1,026,145",202002,21,21003,40127,269,8954,8685,0,0,0,8954,0,54,,,,,,,,
"1,026,146",202002,21,21003,40130,0,962,962,0,377,0,585,0,233,,,,,,,,
"1,026,147",202002,21,21003,40137,97,6492,6395,0,0,0,6492,0,139,,,,,,,,
"1,026,148",202002,21,21004,40002,1847,11138,9291,0,3588,0,7550,0,386,,,,,,,,
"1,026,149",202002,21,21004,40127,205,4852,4647,0,0,0,4852,0,10,,,,,,,,
"1,026,150",202002,21,21004,40137,179,10702,10523,0,0,0,10702,0,100,,,,,,,,
"1,026,151",202002,21,21005,40002,0,37,37,0,37,0,0,0,0,,,,,,,,
"1,026,152",202002,21,21006,40002,0,202,202,0,202,0,0,0,0,,,,,,,,
"1,026,153",202002,21,21007,40002,0,66,66,0,66,0,0,0,0,,,,,,,,
"1,026,154",202002,21,21008,40002,0,732,732,0,732,0,0,0,0,,,,,,,,
"1,026,155",202002,21,21009,40002,0,17,17,0,17,0,0,0,0,,,,,,,,
"1,026,156",202002,21,21010,40002,0,1339,1339,0,1339,0,0,0,0,,,,,,,,
"1,026,157",202002,21,21010,40127,139,3247,3108,0,0,0,3247,0,5,,,,,,,,
"1,026,158",202002,21,21010,40130,0,235,235,0,0,0,235,0,51,,,,,,,,
"1,026,159",202002,21,21011,40002,0,4,4,0,4,0,0,0,0,,,,,,,,
"1,026,160",202002,21,21012,40002,0,162,162,0,162,0,0,0,0,,,,,,,,
"1,026,161",202002,21,21013,40002,0,510,510,0,510,0,0,0,0,,,,,,,,
"1,026,162",202002,21,21014,40002,0,65,65,0,65,0,0,0,0,,,,,,,,
"1,026,163",202002,21,21015,40002,0,7727,7727,0,7727,0,0,0,0,,,,,,,,
"1,026,164",202002,21,21015,40012,2325,5161,2836,0,346,0,4815,0,100,,,,,,,,
"1,026,165",202002,21,21015,40127,541,4159,3618,0,0,0,4159,0,22,,,,,,,,
"1,026,166",202002,21,21015,40130,0,1765,1765,0,3,0,1762,0,264,,,,,,,,
"1,026,167",202002,21,21015,40137,124,9514,9390,0,0,0,9514,0,332,,,,,,,,
"1,026,168",202002,21,21016,40002,0,177,177,0,177,0,0,0,0,,,,,,,,
"1,026,169",202002,21,21017,40002,0,791,791,0,791,0,0,0,0,,,,,,,,
"1,026,170",202002,21,21017,40127,72,2532,2460,0,0,0,2532,0,8,,,,,,,,
"1,026,171",202002,21,21018,40002,0,47,47,0,47,0,0,0,0,,,,,,,,
"1,026,172",202002,21,21019,40002,2482,16863,14381,0,9422,0,7441,0,1046,,,,,,,,
"1,026,173",202002,21,21019,40012,6189,13808,7619,0,2421,0,11387,0,472,,,,,,,,
"1,026,174",202002,21,21019,40014,5856,11006,5150,0,124,40,10842,0,5442,,,,,,,,
"1,026,175",202002,21,21019,40021,2333,9819,7486,0,0,0,9819,0,2083,,,,,,,,
"1,026,176",202002,21,21019,40036,2,573,571,0,0,0,573,0,40,,,,,,,,
"1,026,177",202002,21,21019,40044,405,1914,1509,0,0,0,1914,0,145,,,,,,,,
"1,026,178",202002,21,21019,40072,3458,5938,2480,0,1039,84,4815,0,823,,,,,,,,
"1,026,179",202002,21,21019,40127,446,12894,12448,1,0,0,12893,0,157,,,,,,,,
"1,026,180",202002,21,21019,40130,0,1035,1035,0,170,0,865,0,98,,,,,,,,
"1,026,181",202002,21,21019,40137,281,13026,12745,0,0,0,13026,0,328,,,,,,,,
"1,026,182",202002,21,21019,40150,0,1,1,0,0,0,1,0,3,,,,,,,,
"1,026,183",202002,21,21020,40002,0,476,476,0,476,0,0,0,0,,,,,,,,
"1,026,184",202002,21,21021,40002,0,41,41,0,41,0,0,0,0,,,,,,,,
"1,026,185",202002,21,21022,40002,0,154,154,0,154,0,0,0,0,,,,,,,,
"1,026,186",202002,21,21023,40002,0,186,186,0,186,0,0,0,0,,,,,,,,
"1,026,187",202002,21,21024,40002,0,18,18,0,18,0,0,0,0,,,,,,,,
"1,026,188",202002,21,21025,40002,0,115,115,0,115,0,0,0,0,,,,,,,,
"1,026,189",202002,21,21026,40002,0,502,502,0,502,0,0,0,0,,,,,,,,
"1,026,190",202002,21,21027,40002,0,89,89,0,89,0,0,0,0,,,,,,,,
"1,026,191",202002,21,21028,40002,0,32,32,0,32,0,0,0,0,,,,,,,,
"1,026,192",202002,21,21029,40002,0,40,40,0,40,0,0,0,0,,,,,,,,
"1,026,193",202002,21,21030,40002,0,13,13,0,13,0,0,0,0,,,,,,,,
"1,026,194",202002,21,21031,40002,0,39,39,0,39,0,0,0,0,,,,,,,,
"1,026,195",202002,21,21032,40002,0,20,20,0,20,0,0,0,0,,,,,,,,
"1,026,196",202002,21,21033,40002,0,147,147,0,147,0,0,0,0,,,,,,,,
"1,026,197",202002,21,21034,40002,0,2826,2826,0,2826,0,0,0,0,,,,,,,,
"1,026,198",202002,21,21034,40012,3147,6580,3433,0,967,0,5613,0,61,,,,,,,,
"1,026,199",202002,21,21034,40150,0,1,1,0,0,0,1,0,1,,,,,,,,
"1,026,200",202002,21,21035,40002,0,372,372,0,372,0,0,0,0,,,,,,,,
"1,026,201",202002,21,21036,40002,0,95,95,0,95,0,0,0,0,,,,,,,,
"1,026,202",202002,21,21037,40002,0,39,39,0,39,0,0,0,0,,,,,,,,
"1,026,203",202002,21,21038,40002,0,402,402,0,402,0,0,0,0,,,,,,,,
"1,026,204",202002,21,21039,40002,0,102,102,0,102,0,0,0,0,,,,,,,,
"1,026,205",202002,21,21040,40002,0,428,428,0,428,0,0,0,0,,,,,,,,
"1,026,206",202002,21,21041,40002,2822,14454,11632,0,7530,0,6924,0,266,,,,,,,,
"1,026,207",202002,21,21041,40014,7204,11590,4386,0,443,165,10982,0,604,,,,,,,,
"1,026,208",202002,21,21041,40021,9556,16036,6480,0,0,0,16036,0,597,,,,,,,,
"1,026,209",202002,21,21041,40127,100,2889,2789,1,0,0,2888,0,49,,,,,,,,
"1,026,210",202002,21,21041,40131,0,1244,1244,0,0,0,1244,0,107,,,,,,,,
"1,026,211",202002,21,21041,40137,325,14624,14299,0,0,0,14624,0,41,,,,,,,,
"1,026,212",202002,21,21041,40141,0,0,0,0,0,0,0,3414,2149,,,,,,,,
"1,026,213",202002,21,21041,40150,0,1,1,0,0,0,1,0,5,,,,,,,,
"1,026,214",202002,21,21042,40002,0,55,55,0,55,0,0,0,0,,,,,,,,
"1,026,215",202002,21,21043,40002,73,929,856,0,443,0,486,0,29,,,,,,,,
"1,026,216",202002,21,21043,40127,208,1104,896,0,0,0,1104,0,0,,,,,,,,
"1,026,217",202002,21,21043,40130,0,406,406,0,0,0,406,0,2,,,,,,,,
"1,026,218",202002,21,21043,40137,90,11737,11647,0,0,0,11737,0,11,,,,,,,,
"1,026,219",202002,21,21044,40002,0,629,629,0,629,0,0,0,0,,,,,,,,
"1,026,220",202002,21,21044,40150,0,1,1,0,0,0,1,0,1,,,,,,,,
"1,026,221",202002,21,21045,40002,17,1639,1622,0,1629,0,10,0,0,,,,,,,,
"1,026,222",202002,21,21045,40021,2250,5681,3431,0,0,0,5681,0,462,,,,,,,,
"1,026,223",202002,21,21045,40072,1489,3126,1637,0,635,33,2458,0,480,,,,,,,,
"1,026,224",202002,21,21045,40127,320,6379,6059,0,0,0,6379,0,7,,,,,,,,
"1,026,225",202002,21,21045,40130,0,2576,2576,0,10,0,2566,0,413,,,,,,,,
"1,026,226",202002,21,21045,40137,295,17446,17151,0,0,0,17446,0,29,,,,,,,,
"1,026,227",202002,21,21046,40002,0,270,270,0,270,0,0,0,0,,,,,,,,
"1,026,228",202002,21,21047,40002,0,173,173,0,173,0,0,0,0,,,,,,,,
"1,026,229",202002,21,21047,40072,631,3162,2531,0,84,56,3022,0,1333,,,,,,,,
"1,026,230",202002,21,21047,40127,114,3095,2981,0,0,0,3095,0,16,,,,,,,,
"1,026,231",202002,21,21047,40130,0,20,20,0,20,0,0,0,0,,,,,,,,
"1,026,232",202002,21,21047,40137,60,3657,3597,0,0,0,3657,0,68,,,,,,,,
"1,026,233",202002,21,21048,40002,0,632,632,0,632,0,0,0,0,,,,,,,,
"1,026,234",202002,21,21048,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,026,235",202002,21,21049,40002,0,246,246,0,246,0,0,0,0,,,,,,,,
"1,026,236",202002,21,21050,40002,0,270,270,0,270,0,0,0,0,,,,,,,,
"1,026,237",202002,21,21051,40002,0,1210,1210,0,1210,0,0,0,0,,,,,,,,
"1,026,238",202002,21,21051,40127,30,3058,3028,0,0,0,3058,0,1,,,,,,,,
"1,026,239",202002,21,21051,40130,0,27,27,0,27,0,0,0,0,,,,,,,,
"1,026,240",202002,21,21052,40002,0,32,32,0,32,0,0,0,0,,,,,,,,
"1,026,241",202002,21,21053,40002,109,3320,3211,0,2807,0,513,0,48,,,,,,,,
"1,026,242",202002,21,21053,40012,2721,8632,5911,2,1089,0,7541,0,248,,,,,,,,
"1,026,243",202002,21,21053,40014,613,950,337,0,0,0,950,0,87,,,,,,,,
"1,026,244",202002,21,21053,40127,131,4345,4214,0,0,0,4345,0,48,,,,,,,,
"1,026,245",202002,21,21053,40137,168,6214,6046,0,0,0,6214,0,13,,,,,,,,
"1,026,246",202002,21,21053,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,026,247",202002,21,21054,40002,0,759,759,0,759,0,0,0,0,,,,,,,,
"1,026,248",202002,21,21055,40002,0,26,26,0,26,0,0,0,0,,,,,,,,
"1,026,249",202002,21,21056,40002,0,7,7,0,7,0,0,0,0,,,,,,,,
"1,026,250",202002,21,21057,40002,0,225,225,0,225,0,0,0,0,,,,,,,,
"1,026,251",202002,21,21058,40002,0,196,196,0,196,0,0,0,0,,,,,,,,
"1,026,252",202002,21,21058,40127,58,1694,1636,0,0,0,1694,0,0,,,,,,,,
"1,026,253",202002,21,21059,40002,0,56,56,0,56,0,0,0,0,,,,,,,,
"1,026,254",202002,21,21060,40002,0,168,168,0,168,0,0,0,0,,,,,,,,
"1,026,255",202002,21,21061,40002,0,137,137,0,137,0,0,0,0,,,,,,,,
"1,026,256",202002,21,21062,40002,0,125,125,0,125,0,0,0,0,,,,,,,,
"1,026,257",202002,21,21063,40002,0,687,687,0,687,0,0,0,0,,,,,,,,
"1,026,258",202002,21,21063,40127,57,2255,2198,0,0,0,2255,0,10,,,,,,,,
"1,026,259",202002,21,21064,40002,0,485,485,0,485,0,0,0,0,,,,,,,,
"1,026,260",202002,21,21065,40002,0,1179,1179,0,1179,0,0,0,0,,,,,,,,
"1,026,261",202002,21,21066,40002,0,74,74,0,74,0,0,0,0,,,,,,,,
"1,026,262",202002,21,21067,40002,0,973,973,0,973,0,0,0,0,,,,,,,,
"1,026,263",202002,21,21067,40127,97,2302,2205,0,0,0,2302,0,4,,,,,,,,
"1,026,264",202002,21,21068,40002,0,105,105,0,105,0,0,0,0,,,,,,,,
"1,026,265",202002,21,21069,40002,0,781,781,0,781,0,0,0,0,,,,,,,,
"1,026,266",202002,21,21069,40130,0,40,40,0,40,0,0,0,0,,,,,,,,
"1,026,267",202002,21,21070,40002,0,208,208,0,208,0,0,0,0,,,,,,,,
"1,026,268",202002,21,21071,40002,2846,16064,13218,0,9014,0,7050,0,592,,,,,,,,
"1,026,269",202002,21,21071,40012,5797,10759,4962,0,1361,0,9398,0,232,,,,,,,,
"1,026,270",202002,21,21071,40014,188,435,247,0,0,0,435,0,39,,,,,,,,
"1,026,271",202002,21,21071,40021,1092,4352,3260,0,0,0,4352,0,790,,,,,,,,
"1,026,272",202002,21,21071,40072,1545,3146,1601,0,495,56,2595,0,354,,,,,,,,
"1,026,273",202002,21,21071,40127,401,8822,8421,0,0,0,8822,0,219,,,,,,,,
"1,026,274",202002,21,21071,40130,0,873,873,0,64,0,809,0,255,,,,,,,,
"1,026,275",202002,21,21071,40137,347,24443,24096,0,0,0,24443,0,52,,,,,,,,
"1,026,276",202002,21,21072,40002,0,116,116,0,116,0,0,0,0,,,,,,,,
"1,026,277",202002,21,21073,40002,0,109,109,0,109,0,0,0,0,,,,,,,,
"1,026,278",202002,21,21074,40002,4362,12137,7775,0,4886,0,7251,0,202,,,,,,,,
"1,026,279",202002,21,21074,40012,5144,10667,5523,0,5040,0,5627,0,250,,,,,,,,
"1,026,280",202002,21,21074,40021,10418,13265,2847,0,0,0,13265,0,160,,,,,,,,
"1,026,281",202002,21,21074,40127,239,5319,5080,1,0,0,5318,0,92,,,,,,,,
"1,026,282",202002,21,21074,40130,0,2114,2114,0,38,0,2076,0,136,,,,,,,,
"1,026,283",202002,21,21074,40137,75,6098,6023,0,0,0,6098,0,47,,,,,,,,
"1,026,284",202002,21,21075,40002,0,249,249,0,249,0,0,0,0,,,,,,,,
"1,026,285",202002,21,21076,40002,0,344,344,0,344,0,0,0,0,,,,,,,,
"1,026,286",202002,21,21076,40127,120,2614,2494,0,0,0,2614,0,12,,,,,,,,
"1,026,287",202002,21,21077,40002,0,55,55,0,55,0,0,0,0,,,,,,,,
"1,026,288",202002,21,21078,40002,0,127,127,0,127,0,0,0,0,,,,,,,,
"1,026,289",202002,21,21079,40002,0,179,179,0,179,0,0,0,0,,,,,,,,
"1,026,290",202002,21,21080,40002,0,18,18,0,18,0,0,0,0,,,,,,,,
"1,026,291",202002,21,21081,40002,0,24,24,0,24,0,0,0,0,,,,,,,,
"1,026,292",202002,21,21082,40002,0,97,97,0,97,0,0,0,0,,,,,,,,
"1,026,293",202002,21,21083,40002,0,549,549,0,549,0,0,0,0,,,,,,,,
"1,026,294",202002,21,21084,40002,0,58,58,0,58,0,0,0,0,,,,,,,,
"1,026,295",202002,21,21085,40002,7898,24459,16561,0,4135,0,20324,0,1080,,,,,,,,
"1,026,296",202002,21,21085,40012,4992,10500,5508,1,1950,1,8548,0,510,,,,,,,,
"1,026,297",202002,21,21085,40014,7495,11546,4051,0,6,3,11537,0,3114,,,,,,,,
"1,026,298",202002,21,21085,40021,2945,9333,6388,0,0,0,9333,0,2217,,,,,,,,
"1,026,299",202002,21,21085,40036,10,395,385,0,10,0,385,0,17,,,,,,,,
"1,026,300",202002,21,21085,40072,2209,4796,2587,0,627,30,4139,0,571,,,,,,,,
"1,026,301",202002,21,21085,40127,403,13206,12803,1,0,0,13205,0,362,,,,,,,,
"1,026,302",202002,21,21085,40130,0,1282,1282,0,45,0,1237,0,160,,,,,,,,
"1,026,303",202002,21,21085,40137,322,13075,12753,0,0,0,13075,0,297,,,,,,,,
"1,026,304",202002,21,21086,40002,0,977,977,0,977,0,0,0,0,,,,,,,,
"1,026,305",202002,21,21087,40002,0,119,119,0,119,0,0,0,0,,,,,,,,
"1,026,306",202002,21,21088,40002,0,45,45,0,45,0,0,0,0,,,,,,,,
"1,026,307",202002,21,21089,40002,0,257,257,0,257,0,0,0,0,,,,,,,,
"1,026,308",202002,21,21090,40002,0,1385,1385,0,1385,0,0,0,0,,,,,,,,
"1,026,309",202002,21,21090,40150,0,2,2,0,0,0,2,0,2,,,,,,,,
"1,026,310",202002,21,21091,40002,0,815,815,0,815,0,0,0,0,,,,,,,,
"1,026,311",202002,21,21092,40002,0,43,43,0,43,0,0,0,0,,,,,,,,
"1,026,312",202002,21,21092,40014,17945,28745,10800,0,1281,3293,24171,0,1470,,,,,,,,
"1,026,313",202002,21,21093,40002,0,288,288,0,288,0,0,0,0,,,,,,,,
"1,026,314",202002,21,21094,40002,0,1656,1656,0,1656,0,0,0,0,,,,,,,,
"1,026,315",202002,21,21094,40012,4462,7471,3009,0,1999,0,5472,0,71,,,,,,,,
"1,026,316",202002,21,21094,40014,14780,20772,5992,0,75,40,20657,0,1654,,,,,,,,
"1,026,317",202002,21,21094,40127,337,5722,5385,1,0,0,5721,0,94,,,,,,,,
"1,026,318",202002,21,21094,40130,0,447,447,0,0,0,447,0,156,,,,,,,,
"1,026,319",202002,21,21094,40137,147,12592,12445,0,0,0,12592,0,9,,,,,,,,
"1,026,320",202002,21,21095,40002,0,9,9,0,9,0,0,0,0,,,,,,,,
"1,026,321",202002,21,21096,40002,0,128,128,0,128,0,0,0,0,,,,,,,,
"1,026,322",202002,21,21097,40002,0,105,105,0,105,0,0,0,0,,,,,,,,
"1,026,323",202002,21,21098,40002,0,230,230,0,230,0,0,0,0,,,,,,,,
"1,026,324",202002,21,21099,40002,0,665,665,0,665,0,0,0,0,,,,,,,,
"1,026,325",202002,21,21100,40002,0,161,161,0,161,0,0,0,0,,,,,,,,
"1,026,326",202002,21,21101,40002,0,71,71,0,71,0,0,0,0,,,,,,,,
