CVE_CUENTA,CVE_PERIODO,CVE_ESTADO,CVE_MUNICIPIO,CVE_INSTITUCION,CUENTAS_NOMINA,CUENTAS_TOTALES,CUENTAS_MA,CUNETAS_NIVEL1,CUENTAS_NIVEL2,CUENTAS_NIVEL3,CUENTAS_NIVEL4,CUENTAS_AHORRO,CUENTAS_PLAZOFIJO,,,,,,,,
"1,007,751",202004,7,7051,40072,881,2943,2062,0,66,27,2850,0,176,,,,,,,,
"1,007,752",202004,7,7051,40127,231,6209,5978,1,0,0,6208,0,40,,,,,,,,
"1,007,753",202004,7,7051,40137,35,6158,6123,0,0,0,6158,0,23,,,,,,,,
"1,007,754",202004,7,7052,40002,0,1758,1758,0,1758,0,0,0,0,,,,,,,,
"1,007,755",202004,7,7052,40072,1072,2439,1367,0,237,42,2160,0,258,,,,,,,,
"1,007,756",202004,7,7052,40127,307,3499,3192,1,0,0,3498,0,12,,,,,,,,
"1,007,757",202004,7,7053,40002,0,45,45,0,45,0,0,0,0,,,,,,,,
"1,007,758",202004,7,7054,40002,0,3284,3284,0,3284,0,0,0,0,,,,,,,,
"1,007,759",202004,7,7054,40127,0,3,3,0,0,0,3,0,0,,,,,,,,
"1,007,760",202004,7,7054,40130,0,361,361,0,0,0,361,0,86,,,,,,,,
"1,007,761",202004,7,7055,40002,0,371,371,0,371,0,0,0,0,,,,,,,,
"1,007,762",202004,7,7056,40002,0,73,73,0,73,0,0,0,0,,,,,,,,
"1,007,763",202004,7,7057,40002,7,918,911,0,912,0,6,0,0,,,,,,,,
"1,007,764",202004,7,7057,40012,1642,5796,4154,1,1348,0,4447,0,183,,,,,,,,
"1,007,765",202004,7,7057,40072,1849,3951,2102,0,702,32,3217,0,574,,,,,,,,
"1,007,766",202004,7,7057,40127,300,7603,7303,0,0,0,7603,0,78,,,,,,,,
"1,007,767",202004,7,7058,40002,0,38,38,0,38,0,0,0,0,,,,,,,,
"1,007,768",202004,7,7059,40002,2646,11281,8635,0,3807,0,7474,0,237,,,,,,,,
"1,007,769",202004,7,7059,40127,523,9650,9127,3,0,0,9647,0,56,,,,,,,,
"1,007,770",202004,7,7059,40130,0,433,433,0,7,0,426,0,48,,,,,,,,
"1,007,771",202004,7,7059,40137,165,16935,16770,0,0,0,16935,0,441,,,,,,,,
"1,007,772",202004,7,7060,40002,0,121,121,0,121,0,0,0,0,,,,,,,,
"1,007,773",202004,7,7061,40002,2132,17008,14876,0,10326,0,6682,0,283,,,,,,,,
"1,007,774",202004,7,7061,40127,205,5722,5517,1,0,0,5721,0,20,,,,,,,,
"1,007,775",202004,7,7061,40130,0,351,351,0,68,0,283,0,23,,,,,,,,
"1,007,776",202004,7,7061,40150,0,1,1,0,0,0,1,0,0,,,,,,,,
"1,007,777",202004,7,7062,40002,0,462,462,0,462,0,0,0,0,,,,,,,,
"1,007,778",202004,7,7063,40002,0,185,185,0,185,0,0,0,0,,,,,,,,
"1,007,779",202004,7,7064,40002,0,323,323,0,323,0,0,0,0,,,,,,,,
"1,007,780",202004,7,7065,40002,2691,19213,16522,0,9233,0,9980,0,312,,,,,,,,
"1,007,781",202004,7,7065,40012,4914,10492,5578,0,2025,0,8467,0,97,,,,,,,,
"1,007,782",202004,7,7065,40127,1240,8760,7520,1,0,0,8759,0,60,,,,,,,,
"1,007,783",202004,7,7065,40130,0,248,248,0,0,0,248,0,50,,,,,,,,
"1,007,784",202004,7,7065,40137,289,20546,20257,0,0,0,20546,0,254,,,,,,,,
"1,007,785",202004,7,7066,40002,0,159,159,0,159,0,0,0,0,,,,,,,,
"1,007,786",202004,7,7067,40002,0,141,141,0,141,0,0,0,0,,,,,,,,
"1,007,787",202004,7,7068,40002,1449,8342,6893,0,2552,0,5790,0,171,,,,,,,,
"1,007,788",202004,7,7068,40021,3,7,4,0,0,0,7,0,0,,,,,,,,
"1,007,789",202004,7,7068,40127,286,5786,5500,1,0,0,5785,0,74,,,,,,,,
"1,007,790",202004,7,7068,40130,0,253,253,0,0,0,253,0,58,,,,,,,,
"1,007,791",202004,7,7068,40137,43,6414,6371,0,0,0,6414,0,829,,,,,,,,
"1,007,792",202004,7,7069,40002,17,2633,2616,0,2616,0,17,0,19,,,,,,,,
"1,007,793",202004,7,7069,40012,1722,5657,3935,0,771,0,4886,0,124,,,,,,,,
"1,007,794",202004,7,7069,40127,82,3922,3840,0,0,0,3922,0,15,,,,,,,,
"1,007,795",202004,7,7069,40130,0,397,397,0,31,0,366,0,104,,,,,,,,
"1,007,796",202004,7,7069,40137,102,7891,7789,0,0,0,7891,0,3,,,,,,,,
"1,007,797",202004,7,7070,40002,0,68,68,0,68,0,0,0,0,,,,,,,,
"1,007,798",202004,7,7071,40002,0,2396,2396,0,2396,0,0,0,0,,,,,,,,
"1,007,799",202004,7,7071,40127,72,2356,2284,0,0,0,2356,0,9,,,,,,,,
"1,007,800",202004,7,7072,40002,0,217,217,0,217,0,0,0,0,,,,,,,,
"1,007,801",202004,7,7072,40127,83,4208,4125,0,0,0,4208,0,4,,,,,,,,
"1,007,802",202004,7,7073,40002,0,144,144,0,144,0,0,0,0,,,,,,,,
"1,007,803",202004,7,7074,40002,4329,10534,6205,0,3759,0,6775,0,133,,,,,,,,
"1,007,804",202004,7,7074,40012,3809,9369,5560,0,708,0,8661,0,101,,,,,,,,
"1,007,805",202004,7,7074,40044,328,1516,1188,0,0,0,1516,0,70,,,,,,,,
"1,007,806",202004,7,7074,40127,103,3467,3364,0,0,0,3467,0,12,,,,,,,,
"1,007,807",202004,7,7074,40130,0,338,338,0,144,0,194,0,37,,,,,,,,
"1,007,808",202004,7,7074,40137,67,5170,5103,0,0,0,5170,0,134,,,,,,,,
"1,007,809",202004,7,7075,40002,0,932,932,0,932,0,0,0,9,,,,,,,,
"1,007,810",202004,7,7075,40127,188,3038,2850,0,0,0,3038,0,12,,,,,,,,
"1,007,811",202004,7,7076,40002,0,197,197,0,197,0,0,0,0,,,,,,,,
"1,007,812",202004,7,7077,40002,0,920,920,0,920,0,0,0,0,,,,,,,,
"1,007,813",202004,7,7078,40002,3992,34775,30783,0,17705,0,17070,0,716,,,,,,,,
"1,007,814",202004,7,7078,40012,14097,39926,25829,0,14398,1,25527,0,490,,,,,,,,
"1,007,815",202004,7,7078,40014,3229,8813,5584,0,787,6,8020,1,1133,,,,,,,,
"1,007,816",202004,7,7078,40021,2893,6474,3581,0,0,0,6474,0,367,,,,,,,,
"1,007,817",202004,7,7078,40036,35,755,720,0,17,0,738,0,7,,,,,,,,
"1,007,818",202004,7,7078,40044,400,2529,2129,0,0,0,2529,0,176,,,,,,,,
"1,007,819",202004,7,7078,40072,3930,10786,6856,0,663,215,9908,0,1183,,,,,,,,
"1,007,820",202004,7,7078,40127,1443,28070,26627,1,0,0,28069,0,228,,,,,,,,
"1,007,821",202004,7,7078,40130,0,199,199,0,4,0,195,0,89,,,,,,,,
"1,007,822",202004,7,7078,40137,353,37158,36805,0,0,0,37158,0,3224,,,,,,,,
"1,007,823",202004,7,7078,40143,0,75,75,0,0,0,75,0,67,,,,,,,,
"1,007,824",202004,7,7078,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,007,825",202004,7,7079,40002,0,3384,3384,0,3384,0,0,0,0,,,,,,,,
"1,007,826",202004,7,7080,40002,0,193,193,0,193,0,0,0,0,,,,,,,,
"1,007,827",202004,7,7080,40127,0,728,728,0,0,0,728,0,0,,,,,,,,
"1,007,828",202004,7,7081,40002,1,486,485,0,483,0,3,0,6,,,,,,,,
"1,007,829",202004,7,7081,40127,102,6930,6828,0,0,0,6930,0,23,,,,,,,,
"1,007,830",202004,7,7082,40002,0,37,37,0,37,0,0,0,0,,,,,,,,
"1,007,831",202004,7,7083,40002,0,266,266,0,266,0,0,0,0,,,,,,,,
"1,007,832",202004,7,7084,40002,0,271,271,0,271,0,0,0,0,,,,,,,,
"1,007,833",202004,7,7085,40002,0,274,274,0,274,0,0,0,0,,,,,,,,
"1,007,834",202004,7,7086,40002,0,2528,2528,0,2528,0,0,0,0,,,,,,,,
"1,007,835",202004,7,7087,40002,0,4211,4211,0,4211,0,0,0,0,,,,,,,,
"1,007,836",202004,7,7087,40012,19,30,11,0,24,0,6,0,0,,,,,,,,
"1,007,837",202004,7,7087,40072,856,1996,1140,0,210,48,1738,0,91,,,,,,,,
"1,007,838",202004,7,7087,40127,194,5137,4943,0,0,0,5137,0,56,,,,,,,,
"1,007,839",202004,7,7087,40130,0,495,495,0,7,0,488,0,79,,,,,,,,
"1,007,840",202004,7,7088,40002,0,101,101,0,101,0,0,0,0,,,,,,,,
"1,007,841",202004,7,7089,40002,19042,80476,61434,0,39950,0,40526,3,1470,,,,,,,,
"1,007,842",202004,7,7089,40012,24678,51687,27009,0,8703,4,42980,0,559,,,,,,,,
"1,007,843",202004,7,7089,40014,7757,19475,11718,0,1919,128,17428,0,1693,,,,,,,,
"1,007,844",202004,7,7089,40021,8588,16696,8108,0,0,0,16696,0,443,,,,,,,,
"1,007,845",202004,7,7089,40036,120,2435,2315,0,72,0,2363,0,101,,,,,,,,
"1,007,846",202004,7,7089,40044,308,2414,2106,0,0,0,2414,0,257,,,,,,,,
"1,007,847",202004,7,7089,40072,20494,27684,7190,0,5195,571,21918,0,1020,,,,,,,,
"1,007,848",202004,7,7089,40127,2043,38792,36749,0,0,0,38792,0,284,,,,,,,,
"1,007,849",202004,7,7089,40130,0,8396,8396,0,234,0,8162,0,807,,,,,,,,
"1,007,850",202004,7,7089,40137,670,58055,57385,0,0,0,58055,0,197,,,,,,,,
"1,007,851",202004,7,7089,40143,0,36,36,0,0,0,36,0,34,,,,,,,,
"1,007,852",202004,7,7090,40002,0,47,47,0,47,0,0,0,0,,,,,,,,
"1,007,853",202004,7,7091,40002,3915,9189,5274,0,303,0,8886,0,310,,,,,,,,
"1,007,854",202004,7,7091,40127,159,3941,3782,0,0,0,3941,0,14,,,,,,,,
"1,007,855",202004,7,7092,40002,0,1272,1272,0,1272,0,0,0,0,,,,,,,,
"1,007,856",202004,7,7092,40127,145,2928,2783,1,0,0,2927,0,9,,,,,,,,
"1,007,857",202004,7,7093,40002,0,249,249,0,249,0,0,0,0,,,,,,,,
"1,007,858",202004,7,7094,40002,0,2835,2835,0,2835,0,0,0,0,,,,,,,,
"1,007,859",202004,7,7094,40127,47,3048,3001,0,0,0,3048,0,17,,,,,,,,
"1,007,860",202004,7,7096,40002,0,643,643,0,643,0,0,0,0,,,,,,,,
"1,007,861",202004,7,7097,40002,2777,17290,14513,0,9709,0,7581,0,320,,,,,,,,
"1,007,862",202004,7,7097,40012,4313,9586,5273,0,865,0,8721,0,256,,,,,,,,
"1,007,863",202004,7,7097,40127,424,6414,5990,1,0,0,6413,0,70,,,,,,,,
"1,007,864",202004,7,7097,40130,0,231,231,0,0,0,231,0,4,,,,,,,,
"1,007,865",202004,7,7097,40137,333,21101,20768,0,0,0,21101,0,54,,,,,,,,
"1,007,866",202004,7,7098,40002,0,133,133,0,133,0,0,0,0,,,,,,,,
"1,007,867",202004,7,7099,40002,0,1646,1646,0,1646,0,0,0,0,,,,,,,,
"1,007,868",202004,7,7100,40002,0,242,242,0,242,0,0,0,0,,,,,,,,
"1,007,869",202004,7,7101,40002,31218,190335,159117,0,105553,0,84782,0,2572,,,,,,,,
"1,007,870",202004,7,7101,40012,62137,131331,69194,0,26186,10,105135,0,1420,,,,,,,,
"1,007,871",202004,7,7101,40014,33872,82899,49027,0,2830,1231,78838,2,3356,,,,,,,,
"1,007,872",202004,7,7101,40021,26221,53653,27432,0,0,0,53653,0,1588,,,,,,,,
"1,007,873",202004,7,7101,40030,838,2769,1931,0,1,0,2768,0,90,,,,,,,,
"1,007,874",202004,7,7101,40036,222,4532,4310,0,34,0,4498,0,136,,,,,,,,
"1,007,875",202004,7,7101,40044,2669,11668,8999,0,854,0,10814,0,470,,,,,,,,
"1,007,876",202004,7,7101,40072,93362,110954,17592,0,11686,2564,96704,0,2128,,,,,,,,
"1,007,877",202004,7,7101,40127,3507,50515,47008,1,0,0,50514,0,571,,,,,,,,
"1,007,878",202004,7,7101,40128,1,4,3,0,0,0,4,0,0,,,,,,,,
"1,007,879",202004,7,7101,40130,0,4456,4456,0,207,0,4249,0,594,,,,,,,,
"1,007,880",202004,7,7101,40137,1061,71852,70791,0,0,0,71852,0,1588,,,,,,,,
"1,007,881",202004,7,7101,40143,0,128,128,0,0,0,128,0,32,,,,,,,,
"1,007,882",202004,7,7101,40150,0,7,7,0,0,0,7,0,9,,,,,,,,
"1,007,883",202004,7,7102,40002,0,3475,3475,0,3475,0,0,0,0,,,,,,,,
"1,007,884",202004,7,7102,40072,0,4,4,0,4,0,0,0,0,,,,,,,,
"1,007,885",202004,7,7102,40127,56,2286,2230,0,0,0,2286,0,14,,,,,,,,
"1,007,886",202004,7,7102,40137,32,2000,1968,0,0,0,2000,0,3,,,,,,,,
"1,007,887",202004,7,7103,40002,0,1788,1788,0,1788,0,0,0,0,,,,,,,,
"1,007,888",202004,7,7104,40002,0,397,397,0,397,0,0,0,0,,,,,,,,
"1,007,889",202004,7,7105,40002,0,938,938,0,938,0,0,0,0,,,,,,,,
"1,007,890",202004,7,7106,40002,27,807,780,0,783,0,24,0,46,,,,,,,,
"1,007,891",202004,7,7106,40012,2320,5208,2888,0,1184,1,4023,0,157,,,,,,,,
"1,007,892",202004,7,7106,40127,269,5426,5157,1,0,0,5425,0,22,,,,,,,,
"1,007,893",202004,7,7107,40002,0,3386,3386,0,3386,0,0,0,0,,,,,,,,
"1,007,894",202004,7,7107,40127,125,4064,3939,0,0,0,4064,0,10,,,,,,,,
"1,007,895",202004,7,7108,40002,1415,15461,14046,0,11022,0,4439,0,218,,,,,,,,
"1,007,896",202004,7,7108,40012,2480,6522,4042,0,681,1,5840,0,131,,,,,,,,
"1,007,897",202004,7,7108,40014,1511,3968,2457,0,778,74,3116,0,109,,,,,,,,
"1,007,898",202004,7,7108,40021,5384,8388,3004,0,0,0,8388,0,95,,,,,,,,
"1,007,899",202004,7,7108,40072,1703,3784,2081,0,182,61,3541,0,196,,,,,,,,
"1,007,900",202004,7,7108,40127,440,12669,12229,0,0,0,12669,0,88,,,,,,,,
"1,007,901",202004,7,7108,40130,0,306,306,0,8,0,298,0,36,,,,,,,,
"1,007,902",202004,7,7108,40137,172,12448,12276,0,0,0,12448,0,263,,,,,,,,
"1,007,903",202004,7,7108,40150,0,0,0,0,0,0,0,0,1,,,,,,,,
"1,007,904",202004,7,7109,40002,1124,4173,3049,0,549,0,3624,0,116,,,,,,,,
"1,007,905",202004,7,7109,40012,3027,9721,6694,0,5029,1,4691,0,38,,,,,,,,
"1,007,906",202004,7,7109,40127,669,6997,6328,0,0,0,6997,0,24,,,,,,,,
"1,007,907",202004,7,7110,40002,0,124,124,0,124,0,0,0,0,,,,,,,,
"1,007,908",202004,7,7111,40002,0,453,453,0,453,0,0,0,0,,,,,,,,
"1,007,909",202004,7,7112,40002,0,266,266,0,266,0,0,0,0,,,,,,,,
"1,007,910",202004,7,7113,40002,0,19,19,0,19,0,0,0,0,,,,,,,,
"1,007,911",202004,7,7114,40002,0,126,126,0,126,0,0,0,0,,,,,,,,
"1,007,912",202004,7,7114,40127,180,4830,4650,1,0,0,4829,0,19,,,,,,,,
"1,007,913",202004,7,7115,40002,0,329,329,0,329,0,0,0,0,,,,,,,,
"1,007,914",202004,7,7116,40002,0,56,56,0,56,0,0,0,0,,,,,,,,
"1,007,915",202004,7,7117,40002,0,55,55,0,55,0,0,0,0,,,,,,,,
"1,007,916",202004,7,7119,40002,0,20,20,0,20,0,0,0,0,,,,,,,,
"1,007,917",202004,8,8001,40002,0,865,865,0,865,0,0,0,0,,,,,,,,
"1,007,918",202004,8,8001,40014,2008,4495,2487,0,3,0,4492,2,251,,,,,,,,
"1,007,919",202004,8,8002,40002,0,689,689,0,689,0,0,0,0,,,,,,,,
"1,007,920",202004,8,8002,40014,1029,2250,1221,0,1,0,2249,0,86,,,,,,,,
"1,007,921",202004,8,8002,40127,94,2314,2220,1,0,0,2313,0,13,,,,,,,,
"1,007,922",202004,8,8002,40137,21,1306,1285,0,0,0,1306,0,20,,,,,,,,
"1,007,923",202004,8,8003,40002,0,579,579,0,579,0,0,0,0,,,,,,,,
"1,007,924",202004,8,8004,40002,0,1176,1176,0,1176,0,0,0,0,,,,,,,,
"1,007,925",202004,8,8005,40002,0,1769,1769,0,1769,0,0,0,0,,,,,,,,
"1,007,926",202004,8,8005,40012,2602,7020,4418,0,1019,0,6001,0,48,,,,,,,,
"1,007,927",202004,8,8005,40127,29,884,855,0,0,0,884,0,1,,,,,,,,
"1,007,928",202004,8,8005,40137,85,1738,1653,0,0,0,1738,0,70,,,,,,,,
"1,007,929",202004,8,8006,40002,0,185,185,0,185,0,0,0,0,,,,,,,,
"1,007,930",202004,8,8007,40002,0,456,456,0,456,0,0,0,0,,,,,,,,
"1,007,931",202004,8,8008,40002,0,115,115,0,115,0,0,0,0,,,,,,,,
"1,007,932",202004,8,8009,40002,0,1455,1455,0,1455,0,0,0,0,,,,,,,,
"1,007,933",202004,8,8009,40014,2699,8084,5385,0,21,2,8061,0,654,,,,,,,,
"1,007,934",202004,8,8010,40002,0,1261,1261,0,1261,0,0,0,0,,,,,,,,
"1,007,935",202004,8,8010,40014,5340,11576,6236,0,19,0,11557,0,1283,,,,,,,,
"1,007,936",202004,8,8010,40072,376,2808,2432,0,39,16,2753,0,130,,,,,,,,
"1,007,937",202004,8,8010,40137,21,1213,1192,0,0,0,1213,0,0,,,,,,,,
"1,007,938",202004,8,8010,40147,6,687,681,0,0,0,687,0,0,,,,,,,,
"1,007,939",202004,8,8011,40002,1920,6545,4625,0,2759,0,3786,0,165,,,,,,,,
"1,007,940",202004,8,8011,40012,2999,6095,3096,0,686,0,5409,0,97,,,,,,,,
"1,007,941",202004,8,8011,40014,3094,8162,5068,0,9,5,8148,0,274,,,,,,,,
"1,007,942",202004,8,8011,40021,0,7,7,0,0,0,7,0,0,,,,,,,,
"1,007,943",202004,8,8011,40044,688,2467,1779,0,7,0,2460,0,224,,,,,,,,
"1,007,944",202004,8,8011,40072,1521,3288,1767,0,107,30,3151,0,235,,,,,,,,
"1,007,945",202004,8,8011,40127,53,2450,2397,0,0,0,2450,0,3,,,,,,,,
"1,007,946",202004,8,8011,40137,107,4173,4066,0,0,0,4173,0,37,,,,,,,,
"1,007,947",202004,8,8011,40147,7,450,443,0,0,0,450,0,0,,,,,,,,
"1,007,948",202004,8,8012,40002,0,80,80,0,80,0,0,0,0,,,,,,,,
"1,007,949",202004,8,8013,40002,0,539,539,0,539,0,0,0,0,,,,,,,,
"1,007,950",202004,8,8013,40127,0,15,15,0,0,0,15,0,0,,,,,,,,
"1,007,951",202004,8,8014,40002,0,69,69,0,69,0,0,0,0,,,,,,,,
"1,007,952",202004,8,8015,40002,0,41,41,0,41,0,0,0,0,,,,,,,,
"1,007,953",202004,8,8015,40072,0,0,0,0,0,0,0,0,15,,,,,,,,
"1,007,954",202004,8,8016,40002,0,137,137,0,137,0,0,0,0,,,,,,,,
"1,007,955",202004,8,8017,40002,14698,40616,25918,0,11347,0,29269,0,703,,,,,,,,
"1,007,956",202004,8,8017,40012,13601,35595,21994,0,4844,2,30749,0,199,,,,,,,,
"1,007,957",202004,8,8017,40014,12497,27424,14927,0,281,161,26982,2,1449,,,,,,,,
"1,007,958",202004,8,8017,40021,6790,14799,8009,0,0,0,14799,0,548,,,,,,,,
"1,007,959",202004,8,8017,40030,370,847,477,0,0,0,847,0,30,,,,,,,,
"1,007,960",202004,8,8017,40036,92,2137,2045,0,99,0,2038,0,109,,,,,,,,
"1,007,961",202004,8,8017,40044,1401,6200,4799,0,616,0,5584,0,340,,,,,,,,
"1,007,962",202004,8,8017,40072,7297,13001,5704,0,2415,153,10433,0,921,,,,,,,,
"1,007,963",202004,8,8017,40127,255,6515,6260,0,0,0,6515,0,14,,,,,,,,
"1,007,964",202004,8,8017,40130,0,188,188,0,0,0,188,0,0,,,,,,,,
"1,007,965",202004,8,8017,40131,0,500,500,0,0,0,500,0,25,,,,,,,,
"1,007,966",202004,8,8017,40136,0,15,15,0,0,0,15,0,0,,,,,,,,
"1,007,967",202004,8,8017,40137,359,12634,12275,0,0,0,12634,0,9,,,,,,,,
"1,007,968",202004,8,8017,40147,23,329,306,0,0,0,329,0,0,,,,,,,,
"1,007,969",202004,8,8018,40002,0,49,49,0,49,0,0,0,0,,,,,,,,
"1,007,970",202004,8,8019,40002,93039,230959,137920,0,74409,0,156550,0,4672,,,,,,,,
"1,007,971",202004,8,8019,40012,115661,223186,107525,0,37318,20,185848,0,1319,,,,,,,,
"1,007,972",202004,8,8019,40014,84650,169263,84613,0,3325,3055,162883,1,6397,,,,,,,,
"1,007,973",202004,8,8019,40021,52841,89866,37025,0,0,0,89866,0,1626,,,,,,,,
"1,007,974",202004,8,8019,40030,6372,10780,4408,0,47,0,10733,0,255,,,,,,,,
"1,007,975",202004,8,8019,40036,877,8041,7164,0,49,0,7992,0,209,,,,,,,,
"1,007,976",202004,8,8019,40044,19595,44768,25173,0,504,0,44264,0,1616,,,,,,,,
"1,007,977",202004,8,8019,40058,438,12187,11749,0,3232,0,8955,0,1593,,,,,,,,
"1,007,978",202004,8,8019,40062,1177,3934,2757,0,0,0,3934,0,106,,,,,,,,
"1,007,979",202004,8,8019,40072,98291,126345,28054,0,24656,2843,98846,0,4380,,,,,,,,
"1,007,980",202004,8,8019,40112,0,826,826,0,0,0,826,0,55,,,,,,,,
"1,007,981",202004,8,8019,40127,1106,42491,41385,0,0,0,42491,0,271,,,,,,,,
"1,007,982",202004,8,8019,40130,0,174,174,0,6,0,168,0,5,,,,,,,,
"1,007,983",202004,8,8019,40131,0,3304,3304,0,0,0,3304,0,528,,,,,,,,
"1,007,984",202004,8,8019,40136,0,1142,1142,0,0,0,1142,0,58,,,,,,,,
"1,007,985",202004,8,8019,40137,1283,42484,41201,0,0,0,42484,0,423,,,,,,,,
"1,007,986",202004,8,8019,40143,0,412,412,0,0,0,412,0,156,,,,,,,,
"1,007,987",202004,8,8019,40147,78,666,588,0,0,0,666,0,0,,,,,,,,
"1,007,988",202004,8,8019,40150,0,9,9,0,0,0,9,0,6,,,,,,,,
"1,007,989",202004,8,8019,40154,0,24,24,0,0,0,24,0,12,,,,,,,,
"1,007,990",202004,8,8020,40002,0,118,118,0,118,0,0,0,0,,,,,,,,
"1,007,991",202004,8,8021,40002,9324,28882,19558,0,11344,0,17538,0,499,,,,,,,,
"1,007,992",202004,8,8021,40012,17566,31843,14277,0,3130,0,28713,0,361,,,,,,,,
"1,007,993",202004,8,8021,40014,17860,27041,9181,0,79,351,26611,3,890,,,,,,,,
"1,007,994",202004,8,8021,40021,4049,7565,3516,0,0,0,7565,0,98,,,,,,,,
"1,007,995",202004,8,8021,40036,162,1372,1210,0,5,0,1367,0,39,,,,,,,,
"1,007,996",202004,8,8021,40044,1757,4996,3239,0,5,0,4991,0,301,,,,,,,,
"1,007,997",202004,8,8021,40072,4642,7942,3300,0,1037,47,6858,0,450,,,,,,,,
"1,007,998",202004,8,8021,40127,401,9530,9129,0,0,0,9530,0,42,,,,,,,,
"1,007,999",202004,8,8021,40130,0,36,36,0,0,0,36,0,1,,,,,,,,
"1,008,000",202004,8,8021,40131,0,542,542,0,0,0,542,0,10,,,,,,,,
"1,008,001",202004,8,8021,40137,282,11510,11228,0,0,0,11510,0,132,,,,,,,,
"1,008,002",202004,8,8021,40147,351,2990,2639,283,4,0,2703,0,3002,,,,,,,,
"1,008,003",202004,8,8022,40002,0,58,58,0,58,0,0,0,0,,,,,,,,
"1,008,004",202004,8,8023,40002,0,347,347,0,347,0,0,0,0,,,,,,,,
"1,008,005",202004,8,8024,40002,0,157,157,0,157,0,0,0,0,,,,,,,,
"1,008,006",202004,8,8025,40002,0,167,167,0,167,0,0,0,0,,,,,,,,
"1,008,007",202004,8,8026,40002,0,78,78,0,78,0,0,0,0,,,,,,,,
"1,008,008",202004,8,8026,40014,195,2490,2295,0,0,0,2490,0,524,,,,,,,,
"1,008,009",202004,8,8027,40002,0,403,403,0,403,0,0,0,0,,,,,,,,
"1,008,010",202004,8,8027,40044,2429,5728,3299,0,17,0,5711,0,190,,,,,,,,
"1,008,011",202004,8,8027,40137,40,3906,3866,0,0,0,3906,0,50,,,,,,,,
"1,008,012",202004,8,8028,40002,0,153,153,0,153,0,0,0,0,,,,,,,,
"1,008,013",202004,8,8029,40002,0,578,578,0,578,0,0,0,0,,,,,,,,
"1,008,014",202004,8,8030,40002,0,171,171,0,171,0,0,0,0,,,,,,,,
"1,008,015",202004,8,8031,40002,1445,7052,5607,0,1902,0,5150,0,310,,,,,,,,
"1,008,016",202004,8,8031,40014,8386,15098,6712,0,69,298,14731,0,540,,,,,,,,
"1,008,017",202004,8,8031,40044,1624,4183,2559,0,0,0,4183,0,273,,,,,,,,
"1,008,018",202004,8,8031,40127,85,1539,1454,1,0,0,1538,0,10,,,,,,,,
"1,008,019",202004,8,8031,40137,14,1167,1153,0,0,0,1167,0,1,,,,,,,,
"1,008,020",202004,8,8032,40002,2647,16847,14200,0,9888,0,6959,0,695,,,,,,,,
"1,008,021",202004,8,8032,40012,14903,27657,12754,0,2841,12,24804,0,231,,,,,,,,
"1,008,022",202004,8,8032,40014,8119,23294,15175,0,8,2583,20703,0,1400,,,,,,,,
"1,008,023",202004,8,8032,40021,1619,6310,4691,0,0,0,6310,0,349,,,,,,,,
"1,008,024",202004,8,8032,40036,87,1814,1727,0,23,0,1791,0,155,,,,,,,,
"1,008,025",202004,8,8032,40044,993,2906,1913,0,55,0,2851,0,389,,,,,,,,
"1,008,026",202004,8,8032,40072,1376,3092,1716,0,142,23,2927,0,328,,,,,,,,
"1,008,027",202004,8,8032,40127,245,6337,6092,0,0,0,6337,0,45,,,,,,,,
"1,008,028",202004,8,8032,40130,0,398,398,0,151,0,247,0,57,,,,,,,,
"1,008,029",202004,8,8032,40137,400,15242,14842,0,0,0,15242,0,13,,,,,,,,
"1,008,030",202004,8,8032,40147,29,364,335,0,0,0,364,0,0,,,,,,,,
"1,008,031",202004,8,8033,40002,0,53,53,0,53,0,0,0,0,,,,,,,,
"1,008,032",202004,8,8034,40002,0,79,79,0,79,0,0,0,0,,,,,,,,
"1,008,033",202004,8,8035,40002,0,559,559,0,559,0,0,0,0,,,,,,,,
"1,008,034",202004,8,8036,40002,17,2639,2622,0,2620,0,19,0,21,,,,,,,,
"1,008,035",202004,8,8036,40012,6118,10723,4605,0,2098,0,8625,0,105,,,,,,,,
"1,008,036",202004,8,8036,40021,1,13,12,0,0,0,13,0,0,,,,,,,,
"1,008,037",202004,8,8036,40044,1077,3147,2070,0,16,0,3131,0,200,,,,,,,,
"1,008,038",202004,8,8036,40127,49,2351,2302,0,0,0,2351,0,5,,,,,,,,
"1,008,039",202004,8,8036,40130,0,183,183,0,0,0,183,0,25,,,,,,,,
"1,008,040",202004,8,8036,40137,73,3547,3474,0,0,0,3547,0,77,,,,,,,,
"1,008,041",202004,8,8036,40147,12,307,295,0,1,0,306,0,0,,,,,,,,
"1,008,042",202004,8,8037,40002,119933,270730,150797,0,97699,0,173031,1,3499,,,,,,,,
"1,008,043",202004,8,8037,40012,104130,179608,75478,0,37659,4,141945,0,976,,,,,,,,
"1,008,044",202004,8,8037,40014,92050,173502,81452,0,4182,15609,153711,2,5260,,,,,,,,
"1,008,045",202004,8,8037,40021,250809,291173,40364,0,0,0,291173,0,1609,,,,,,,,
"1,008,046",202004,8,8037,40030,14253,19373,5120,0,47,0,19326,0,127,,,,,,,,
"1,008,047",202004,8,8037,40036,716,4462,3746,0,36,0,4426,0,107,,,,,,,,
