ID_CAPTACION,CVE_PERIODO,CVE_ESTADO,CVE_MUNICIPIO,CVE_INSTITUCION,SALDO_NOMINA,SALDO_TRANS_TOTAL,SALDO_TRANS_MA,SALDO_TRANS_N1,SALDO_TRANS_N2,SALDO_TRANS_N3,SALDO_TRANS_N4,SALDO_AHORRO,SALDO_PLAZO_FIJO
2005282,202005,14,14091,40021,4447226,62157667,57710441,0,0,0,62157667,0,178551788
2005283,202005,14,14091,40127,169380,28612677,28443297,0,0,0,28612677,0,9486904
2005284,202005,14,14091,40137,89814,45386338,45296524,0,0,0,45386338,0,0
2005290,202005,14,14092,40002,0,1448799,1448799,0,1448799,0,0,0,0
2005294,202005,14,14093,40002,57884588,670958416,613073828,0,12532354,0,658426062,0,170813544
2005295,202005,14,14093,40012,303476313,2576156553,2272680240,0,16256450,62384,2559837719,0,1061738118
2005296,202005,14,14093,40021,28187085,540785727,512598642,0,0,0,540785727,0,550369650
2005297,202005,14,14093,40030,9745941,132267396,122521455,0,0,0,132267396,0,143167048
2005298,202005,14,14093,40036,1259575,478374028,477114453,0,11509,0,478362519,0,39914316
2005299,202005,14,14093,40044,4462584,158041180,153578596,0,0,0,158041180,0,83707166
2005300,202005,14,14093,40072,80939226,734467155,653527929,0,8251094,6051092,720164969,0,762830180
2005301,202005,14,14093,40127,459672,159776748,159317076,0,0,0,159776748,0,1154492
2005302,202005,14,14093,40137,730932,46573660,45842728,0,0,0,46573660,0,1348061
2005303,202005,14,14093,40150,0,22200,22200,0,0,0,22200,0,6456984
2005313,202005,14,14094,40002,49902807,360689952,310787145,0,2084021,0,358605931,0,185706766
2005314,202005,14,14094,40012,49696460,260354302,210657842,0,1982590,0,258371712,0,64734269
2005315,202005,14,14094,40072,27095424,583994410,556898986,0,1272665,1001832,581719913,0,260372899
2005316,202005,14,14094,40127,39593,49088413,49048820,2204,0,0,49086209,0,17485744
2005317,202005,14,14094,40137,325219,81675551,81350332,0,0,0,81675551,0,215798
2005323,202005,14,14095,40002,0,575177,575177,0,575177,0,0,0,0
2005327,202005,14,14096,40002,0,1656682,1656682,0,1656682,0,0,0,0
2005328,202005,14,14096,40012,25231433,268273529,243042096,252,1210913,0,267062364,0,65521175
2005329,202005,14,14096,40127,41321,14542765,14501444,0,0,0,14542765,0,5524583
2005330,202005,14,14096,40150,0,0,0,0,0,0,0,0,7247283
2005338,202005,14,14097,40002,163853341,1208207549,1044354208,0,20921312,0,1187286237,0,156024964
2005339,202005,14,14097,40012,529498025,1289723339,760225314,0,12364315,0,1277359024,0,176901995
2005340,202005,14,14097,40014,96775128,402397744,305622616,0,97920,742488,401557336,0,177618932
2005341,202005,14,14097,40021,103745461,575099384,471353923,0,0,0,575099384,0,297916311
2005342,202005,14,14097,40030,7586210,232264089,224677879,0,0,0,232264089,0,362091514
2005343,202005,14,14097,40036,380358,220661386,220281028,0,0,0,220661386,0,24198889
2005344,202005,14,14097,40044,8785643,301094119,292308476,0,0,0,301094119,0,175902656
2005345,202005,14,14097,40058,23966,92692564,92668598,0,127569,0,92564995,0,139694661
2005346,202005,14,14097,40072,92286593,636440638,544154045,0,5973406,4239520,626227712,0,253199562
2005347,202005,14,14097,40127,2716475,118370909,115654434,0,2380,0,118368529,0,31027170
2005348,202005,14,14097,40130,0,1104034,1104034,0,1,0,1104033,0,16134
2005349,202005,14,14097,40131,0,8531682,8531682,0,0,0,8531682,0,21213410
2005350,202005,14,14097,40137,2732147,155193850,152461703,0,0,0,155193850,0,2943475
2005351,202005,14,14097,40143,0,23961390,23961390,0,0,0,23961390,0,52290946
2005352,202005,14,14097,40150,0,680255,680255,0,0,0,680255,0,27846322
2005364,202005,14,14098,40002,341966272,2078386493,1736420221,0,34715381,0,2043671112,0,451761444
2005365,202005,14,14098,40012,486693003,1660942828,1174249825,0,13855861,0,1647086967,0,426713823
2005366,202005,14,14098,40014,209006429,701368917,492362488,0,588253,2386616,698394048,0,192352873
2005367,202005,14,14098,40021,48150463,253931450,205780987,0,0,0,253931450,0,267786444
2005368,202005,14,14098,40030,2574414,218443241,215868827,0,3057,0,218440184,0,491479862
2005369,202005,14,14098,40036,960286,151343292,150383006,0,3309,0,151339983,0,45098365
2005370,202005,14,14098,40044,56293661,555778632,499484971,0,1381,0,555777251,0,697157320
2005371,202005,14,14098,40072,143317614,575749664,432432050,0,17427639,8999178,549322847,0,485427028
2005372,202005,14,14098,40127,12923572,706180641,693257069,25624,0,0,706155017,0,170972068
2005373,202005,14,14098,40130,0,4343623,4343623,0,8839,0,4334784,0,2769780
2005374,202005,14,14098,40131,0,20488371,20488371,0,0,0,20488371,0,140446412
2005375,202005,14,14098,40137,4421386,355635693,351214307,0,0,0,355635693,0,2347485
2005376,202005,14,14098,40150,0,13742,13742,0,0,0,13742,0,9941509
2005386,202005,14,14099,40002,0,675037,675037,0,675037,0,0,0,0
2005390,202005,14,14100,40002,0,2541571,2541571,0,2541571,0,0,0,0
2005391,202005,14,14100,40012,53976845,263674571,209697726,0,2836445,7030,260831096,0,28608364
2005392,202005,14,14100,40137,109208,12559178,12449970,0,0,0,12559178,0,6543
2005398,202005,14,14101,40002,74090629,406797039,332706410,0,25358542,0,381438497,0,96958940
2005399,202005,14,14101,40012,154152247,732344571,578192324,0,5938621,0,726405950,0,135653972
2005400,202005,14,14101,40014,36919613,266605946,229686333,0,419349,269290,265917307,0,142500894
2005401,202005,14,14101,40021,32108510,203658693,171550183,0,0,0,203658693,0,155605129
2005402,202005,14,14101,40030,2353768,56434446,54080678,0,965,0,56433481,0,25157381
2005403,202005,14,14101,40036,301558,97037148,96735590,0,1343,0,97035805,0,60620830
2005404,202005,14,14101,40044,11093097,131115994,120022897,0,496681,0,130619313,0,54375749
2005405,202005,14,14101,40072,64595768,634210189,569614421,0,2617136,1633003,629960050,0,203941549
2005406,202005,14,14101,40127,8609169,635490557,626881388,1044,0,0,635489513,0,78994236
2005407,202005,14,14101,40130,0,1085702,1085702,0,48217,0,1037485,0,549193
2005408,202005,14,14101,40131,0,41139947,41139947,0,0,0,41139947,0,129642024
2005409,202005,14,14101,40137,1337342,176614161,175276819,0,0,0,176614161,0,563314
2005410,202005,14,14101,40150,0,26049,26049,0,0,0,26049,0,16037364
2005411,202005,14,14101,40151,0,21302,21302,0,0,0,21302,0,50622
2005421,202005,14,14102,40002,0,628935,628935,0,628935,0,0,0,0
2005422,202005,14,14102,40021,4260040,76011279,71751239,0,0,0,76011279,0,79366428
2005426,202005,14,14103,40002,0,612138,612138,0,612138,0,0,0,0
2005430,202005,14,14104,40002,0,74969,74969,0,74969,0,0,0,0
2005434,202005,14,14105,40002,11391234,272653537,261262303,0,946460,0,271707077,0,109053765
2005435,202005,14,14105,40012,11841799,130051461,118209662,0,1115689,0,128935772,0,18150802
2005436,202005,14,14105,40014,17624113,941201237,923577124,0,83651,32409,941085177,0,207005607
2005437,202005,14,14105,40127,55,24817934,24817879,0,0,0,24817934,0,3286982
2005438,202005,14,14105,40150,0,5000,5000,0,0,0,5000,0,1653813
2005446,202005,14,14106,40002,0,343853,343853,0,343853,0,0,0,0
2005450,202005,14,14107,40002,0,866495,866495,0,866495,0,0,0,0
2005454,202005,14,14108,40002,34712531,228552271,193839740,0,1546071,0,227006200,0,75846499
2005455,202005,14,14108,40012,30891093,122893359,92002266,0,1908791,0,120984568,0,32271423
2005456,202005,14,14108,40127,83356,26079706,25996350,0,0,0,26079706,0,2255562
2005457,202005,14,14108,40137,497362,67400303,66902941,0,0,0,67400303,0,1053
2005463,202005,14,14109,40002,0,1192077,1192077,0,1192077,0,0,0,0
2005464,202005,14,14109,40012,17009519,80376252,63366733,0,5568714,73527,74734011,0,38619647
2005468,202005,14,14110,40002,42496006,368382965,325886959,0,2168475,0,366214490,0,101494392
2005469,202005,14,14110,40012,42584576,202711537,160126961,0,2387691,1,200323845,0,40421270
2005470,202005,14,14110,40127,28885,22221530,22192645,0,0,0,22221530,0,1663872
2005476,202005,14,14111,40002,0,265135,265135,0,265135,0,0,0,0
2005477,202005,14,14111,40012,19081713,144750770,125669057,0,574875,0,144175895,0,26940989
2005481,202005,14,14112,40002,0,657196,657196,0,657196,0,0,0,0
2005482,202005,14,14112,40012,21899988,293797763,271897775,0,1710861,6500,292080402,0,78387895
2005483,202005,14,14112,40150,0,0,0,0,0,0,0,0,3613481
2005489,202005,14,14113,40002,0,1045888,1045888,0,1045888,0,0,0,0
2005493,202005,14,14114,40002,0,1705545,1705545,0,1705545,0,0,0,0
2005494,202005,14,14114,40021,23147154,112538937,89391783,0,0,0,112538937,0,141939924
2005498,202005,14,14115,40002,0,13176,13176,0,13176,0,0,0,0
2005502,202005,14,14116,40002,5118866,167066773,161947907,0,2186677,0,164880096,0,49283090
2005503,202005,14,14116,40012,15160136,211762167,196602031,0,1117404,0,210644763,0,50445980
2005504,202005,14,14116,40127,17386,23231254,23213868,0,0,0,23231254,0,7004718
2005510,202005,14,14117,40002,0,335236,335236,0,335236,0,0,0,0
2005514,202005,14,14118,40002,0,2235117,2235117,0,2235117,0,0,0,0
2005515,202005,14,14118,40012,43335055,276994707,233659652,0,2547435,8001,274439271,0,174091169
2005516,202005,14,14118,40021,768121,49484748,48716627,0,0,0,49484748,0,216455917
2005517,202005,14,14118,40137,14596,28743328,28728732,0,0,0,28743328,0,9044
2005523,202005,14,14119,40002,8449654,65872234,57422580,0,3893961,0,61978273,0,2111835
2005524,202005,14,14119,40012,79542479,463944243,384401764,0,7514839,0,456429404,0,307969597
2005525,202005,14,14119,40127,192691,33018891,32826200,0,0,0,33018891,0,7575929
2005531,202005,14,14120,40002,1298239651,11751123195,10452883544,0,92006485,0,11659116710,10748,1743215586
2005532,202005,14,14120,40012,2442104684,13190291167,10748186483,0,97738829,14420,13092537918,0,5071379410
2005533,202005,14,14120,40014,1234168629,7236191018,6002022389,0,4485948,20345876,7211359194,0,1835046031
2005534,202005,14,14120,40021,346422919,2701062892,2354639973,0,0,0,2701062892,0,1010636753
2005535,202005,14,14120,40030,85848927,1413068171,1327219244,0,34866,0,1413033305,0,3627050372
2005536,202005,14,14120,40036,8597486,1613470582,1604873096,0,87175,0,1613383407,0,198147680
2005537,202005,14,14120,40042,5640,46101294,46095654,0,0,0,46101294,0,99886492
2005538,202005,14,14120,40044,157678660,4080351480,3922672820,0,1391273,0,4078960207,0,1771194628
2005539,202005,14,14120,40058,214816,1617135665,1616920849,0,1116647,0,1616019018,0,1119650242
2005540,202005,14,14120,40060,121907,94621430,94499523,0,0,0,94621430,0,1179280612
2005541,202005,14,14120,40062,5688869,58013048,52324179,0,0,0,58013048,0,41186588
2005542,202005,14,14120,40072,813542623,5702281982,4888739359,0,83866852,44610707,5573804423,0,4255218707
2005543,202005,14,14120,40127,22148932,1286785741,1264636809,2038,13357,0,1286770346,0,193940853
2005544,202005,14,14120,40130,0,3653828,3653828,0,92341,0,3561487,0,2093688
2005545,202005,14,14120,40131,0,34415965,34415965,0,0,0,34415965,0,239320845
2005546,202005,14,14120,40137,5138220,495961013,490822793,0,0,0,495961013,0,4153233
2005547,202005,14,14120,40143,0,108801147,108801147,0,0,0,108801147,0,138902502
2005548,202005,14,14120,40150,0,24702534,24702534,0,0,0,24702534,0,209145681
2005549,202005,14,14120,40151,0,448272,448272,0,0,0,448272,0,201176
2005561,202005,14,14121,40002,1187169,3294402,2107233,0,1938054,0,1356348,0,1882
2005562,202005,14,14121,40012,35479389,177243530,141764141,0,1258156,5108,175980266,0,70561654
2005563,202005,14,14121,40021,8804173,100933916,92129743,0,0,0,100933916,0,194298231
2005564,202005,14,14121,40150,0,0,0,0,0,0,0,0,1094124
2005570,202005,14,14122,40002,0,391130,391130,0,391130,0,0,0,0
2005571,202005,14,14122,40127,29835,65450137,65420302,33227,0,0,65416910,0,335777
2005577,202005,14,14123,40002,0,1463397,1463397,0,1463397,0,0,0,0
2005581,202005,14,14124,40002,0,6668117,6668117,0,6668116,0,1,0,59073
2005582,202005,14,14124,40012,53723838,454169470,400445632,0,2759763,0,451409707,0,191676941
2005583,202005,14,14124,40021,4254973,72005244,67750271,0,0,0,72005244,0,115890584
2005584,202005,14,14124,40127,235523,214384386,214148863,0,0,0,214384386,0,22405297
2005585,202005,14,14124,40151,0,13317,13317,0,0,0,13317,0,0
2005593,202005,14,14125,40002,0,1161779,1161779,0,1161779,0,0,0,0
2005594,202005,14,14125,40012,12379080,220531044,208151964,0,729089,0,219801955,0,55768041
2005598,202005,15,15001,40002,20386304,174397640,154011336,0,744822,0,173652818,0,158718497
2005599,202005,15,15001,40127,1238265,283789023,282550758,1311,0,0,283787712,0,32128451
2005605,202005,15,15002,40002,38430882,177562065,139131183,0,3153607,0,174408458,0,88107123
2005606,202005,15,15002,40036,3734,2154296,2150562,0,0,0,2154296,0,0
2005607,202005,15,15002,40127,4289311,130691627,126402316,0,0,0,130691627,0,26470513
2005613,202005,15,15003,40002,0,487677,487677,0,487677,0,0,0,0
2005614,202005,15,15003,40127,737475,30583193,29845718,0,0,0,30583193,0,5708008
2005620,202005,15,15004,40002,0,392449,392449,0,392449,0,0,0,0
2005621,202005,15,15004,40127,297337,143595943,143298606,0,0,0,143595943,0,23797043
2005627,202005,15,15005,40002,15584827,78793505,63208678,0,1908427,0,76885078,0,101086952
2005628,202005,15,15005,40127,1308163,74804123,73495960,0,0,0,74804123,0,8165832
2005629,202005,15,15005,40130,0,1407657,1407657,0,285,0,1407372,0,1531555
2005630,202005,15,15005,40137,212890,9191996,8979106,0,0,0,9191996,0,2996121
2005631,202005,15,15005,40150,0,0,0,0,0,0,0,0,2825556
2005639,202005,15,15006,40002,0,76080,76080,0,76080,0,0,0,0
2005640,202005,15,15006,40127,311074,17399038,17087964,0,0,0,17399038,0,7446806
2005646,202005,15,15007,40002,0,56143,56143,0,56143,0,0,0,0
2005647,202005,15,15007,40127,12192,21336370,21324178,0,0,0,21336370,0,4147877
2005653,202005,15,15008,40002,0,5920,5920,0,5920,0,0,0,0
2005654,202005,15,15008,40012,17880419,87058724,69178305,0,2702850,19109,84336765,0,772200
2005658,202005,15,15009,40002,35350065,138855227,103505162,0,1509098,0,137346129,0,109899721
2005659,202005,15,15009,40012,75522579,176279555,100756976,0,1790180,0,174489375,0,6794371
2005660,202005,15,15009,40014,10136988,109173756,99036768,0,98192,1966,109073598,125,78660284
2005661,202005,15,15009,40021,9247880,68623586,59375706,0,0,0,68623586,0,129292459
2005662,202005,15,15009,40072,47860691,198972548,151111857,0,3854261,509462,194608825,0,49687205
2005663,202005,15,15009,40127,3003652,85517013,82513361,0,0,0,85517013,0,10193340
2005664,202005,15,15009,40130,0,329014,329014,0,0,0,329014,0,147898
2005665,202005,15,15009,40137,571413,54808634,54237221,0,0,0,54808634,0,6809648
2005671,202005,15,15010,40002,19430723,117006901,97576178,0,640633,0,116366268,0,70346188
2005672,202005,15,15010,40012,76774651,237450020,160675369,0,17536451,10908,219902661,0,3261288
2005673,202005,15,15010,40127,1584448,38437195,36852747,1308,0,0,38435887,0,10050647
2005674,202005,15,15010,40137,179931,17389361,17209430,0,0,0,17389361,0,648220
2005680,202005,15,15011,40002,0,2092697,2092697,0,2092697,0,0,0,0
2005681,202005,15,15011,40127,467328,18455142,17987814,0,0,0,18455142,0,4194777
2005687,202005,15,15012,40002,44816119,359884540,315068421,0,430522,0,359454018,0,49865753
2005691,202005,15,15013,40002,313408903,2171118046,1857709143,0,19541359,0,2151576687,0,685148193
2005692,202005,15,15013,40012,637632389,1963318998,1325686609,0,17762589,0,1945556409,0,33504719
2005693,202005,15,15013,40014,132527588,1009011353,876483765,0,842119,1105143,1007064091,0,279994741
2005694,202005,15,15013,40021,73984343,598669292,524684949,0,0,0,598669292,0,454842097
2005695,202005,15,15013,40030,2693795,67415239,64721444,0,0,0,67415239,0,90535680
2005696,202005,15,15013,40036,1174074,785127343,783953269,0,15613,0,785111730,0,217236088
2005697,202005,15,15013,40042,0,29603660,29603660,0,0,0,29603660,0,113762489
2005698,202005,15,15013,40044,38030948,840226412,802195464,0,562443,0,839663969,0,465853206
2005699,202005,15,15013,40062,3560941,53340105,49779164,0,0,0,53340105,0,79884794
2005700,202005,15,15013,40072,176710182,1724064098,1547353916,0,11996558,8170050,1703897490,0,1840962700
2005701,202005,15,15013,40127,22262139,751330929,729068790,2784,0,0,751328145,0,245623984
2005702,202005,15,15013,40130,0,1054062,1054062,0,0,0,1054062,0,19545
2005703,202005,15,15013,40131,0,13414583,13414583,0,0,0,13414583,0,60331791
2005704,202005,15,15013,40137,1771064,261418211,259647147,0,0,0,261418211,0,7499334
2005705,202005,15,15013,40150,0,427588,427588,0,0,0,427588,0,33705115
2005717,202005,15,15014,40002,80247708,456790152,376542444,0,1229234,0,455560918,0,858142935
2005718,202005,15,15014,40012,192273048,489882687,297609639,0,8980571,7800,480894316,0,8730631
2005719,202005,15,15014,40014,33259790,128125808,94866018,0,293274,356650,127475884,1189,110542861
2005720,202005,15,15014,40021,26367268,135242515,108875247,0,0,0,135242515,0,119592938
2005721,202005,15,15014,40030,1549827,30162231,28612404,0,0,0,30162231,0,1324197
2005722,202005,15,15014,40036,132346,74220589,74088243,0,1254,0,74219335,0,11281467
2005723,202005,15,15014,40044,7998403,54751779,46753376,0,0,0,54751779,0,76673124
2005724,202005,15,15014,40072,96032118,331346057,235313939,0,3243196,1049131,327053730,0,131622460
2005725,202005,15,15014,40127,1642854,290713364,289070510,0,0,0,290713364,0,47203479
2005726,202005,15,15014,40130,0,2995382,2995382,0,3255,0,2992127,0,3252826
2005727,202005,15,15014,40137,813085,114526569,113713484,0,0,0,114526569,0,11782612
2005728,202005,15,15014,40150,0,0,0,0,0,0,0,0,2445224
2005738,202005,15,15015,40002,0,109483,109483,0,109483,0,0,0,0
2005739,202005,15,15015,40012,0,0,0,0,0,0,0,0,599389381
2005743,202005,15,15016,40002,0,205750,205750,0,205750,0,0,0,0
2005747,202005,15,15017,40002,0,278877,278877,0,278877,0,0,0,0
2005751,202005,15,15018,40002,0,343002,343002,0,343002,0,0,0,0
2005752,202005,15,15018,40127,2101036,22920163,20819127,0,0,0,22920163,0,5627890
2005758,202005,15,15019,40002,0,177641,177641,0,177641,0,0,0,0
2005759,202005,15,15019,40014,12706263,145210089,132503826,0,0,0,145210089,0,21482021
2005763,202005,15,15020,40002,236178308,1241591466,1005413158,0,13216361,0,1228375105,0,522570437
2005764,202005,15,15020,40012,266076416,1167423805,901347389,0,6034767,0,1161389038,0,235787233
2005765,202005,15,15020,40014,76127966,484010256,407882290,0,1112748,310038,482587470,0,108407571
2005766,202005,15,15020,40021,75535066,267253974,191718908,0,0,0,267253974,0,203292744
2005767,202005,15,15020,40030,2752552,65877969,63125417,0,0,0,65877969,0,16012515
2005768,202005,15,15020,40036,853429,329872173,329018744,0,26871,0,329845302,0,91104468
2005769,202005,15,15020,40044,19695702,350140797,330445095,0,0,0,350140797,0,182393049
2005770,202005,15,15020,40072,73158354,382964439,309806085,0,3807928,4273894,374882617,0,492073981
2005771,202005,15,15020,40127,18414859,277006319,258591460,2205,0,0,277004114,0,42633663
2005772,202005,15,15020,40131,0,17948341,17948341,0,0,0,17948341,0,50721298
2005773,202005,15,15020,40137,1920017,197674326,195754309,0,0,0,197674326,0,9502765
2005774,202005,15,15020,40150,0,8469,8469,0,0,0,8469,0,24016674
2005784,202005,15,15021,40002,32762017,242629107,209867090,0,2408514,0,240220593,0,215632942
2005785,202005,15,15021,40012,0,2992,2992,0,2992,0,0,0,0
2005786,202005,15,15021,40127,275203,88673271,88398068,0,0,0,88673271,0,6956426
2005787,202005,15,15021,40137,2215,2388289,2386074,0,0,0,2388289,0,67480
2005793,202005,15,15022,40002,0,507934,507934,0,507934,0,0,0,0
2005797,202005,15,15023,40002,0,733780,733780,0,733780,0,0,0,0
2005798,202005,15,15023,40012,19933519,67797675,47864156,0,724141,0,67073534,0,10225882
2005799,202005,15,15023,40127,803297,40206615,39403318,0,0,0,40206615,0,8435336
2005805,202005,15,15024,40002,148671360,964024636,815353276,0,4440836,0,959583800,19875,277706378
2005806,202005,15,15024,40012,267190951,1113228613,846037662,0,7259968,0,1105968645,0,176527235
2005807,202005,15,15024,40014,47983894,180839651,132855757,0,469177,229284,180141190,193,66174509
2005808,202005,15,15024,40030,2015566,28433793,26418227,0,1200,0,28432593,0,4822795
2005809,202005,15,15024,40036,89527,28874726,28785199,0,0,0,28874726,0,5065546
2005810,202005,15,15024,40044,10535805,100818782,90282977,0,0,0,100818782,0,656889721
2005811,202005,15,15024,40072,85831659,321485116,235653457,0,6928394,3776430,310780292,0,349755267
2005812,202005,15,15024,40127,18357246,317246578,298889332,0,0,0,317246578,0,61811391
2005813,202005,15,15024,40130,0,2071158,2071158,0,58495,0,2012663,0,1464813
2005814,202005,15,15024,40131,0,6170046,6170046,0,0,0,6170046,0,33021004
2005815,202005,15,15024,40137,1590132,132111512,130521380,0,0,0,132111512,0,12061379
2005816,202005,15,15024,40150,0,0,0,0,0,0,0,0,3901035
2005826,202005,15,15025,40002,49075690,224119842,175044152,0,7907023,0,216212819,0,149353644
2005827,202005,15,15025,40012,224053857,595587870,371534013,0,6156263,0,589431607,0,151632098
2005828,202005,15,15025,40021,24164255,109532535,85368280,0,0,0,109532535,0,241875516
2005829,202005,15,15025,40036,58150,16774970,16716820,0,0,0,16774970,0,16460670
2005830,202005,15,15025,40044,9951063,83795869,73844806,0,0,0,83795869,0,64387280
2005831,202005,15,15025,40072,87872935,477406022,389533087,0,3844226,1147695,472414101,0,168287959
2005832,202005,15,15025,40127,24692206,668551545,643859339,0,0,0,668551545,0,87572699
2005833,202005,15,15025,40128,289271,5431013,5141742,0,0,0,5431013,0,153343529
2005834,202005,15,15025,40130,0,1543954,1543954,0,18990,0,1524964,0,1967065
2005835,202005,15,15025,40131,0,14018384,14018384,0,0,0,14018384,0,21503217
2005836,202005,15,15025,40137,3329683,180031418,176701735,0,0,0,180031418,0,42703862
2005837,202005,15,15025,40150,0,9495,9495,0,0,0,9495,0,2962806
2005845,202005,15,15026,40002,0,102833,102833,0,102833,0,0,0,0
2005846,202005,15,15026,40127,1119201,7804500,6685299,0,0,0,7804500,0,990802
2005852,202005,15,15027,40002,0,47174,47174,0,47174,0,0,0,0
2005856,202005,15,15028,40002,0,1656808,1656808,0,1656808,0,0,0,0
2005857,202005,15,15028,40127,2141223,29261098,27119875,0,0,0,29261098,0,2706111
2005863,202005,15,15029,40002,856784,17320162,16463378,0,6216638,0,11103524,0,57984814
2005864,202005,15,15029,40012,33078754,83903932,50825178,0,2546091,0,81357841,0,29332798
2005865,202005,15,15029,40014,24432706,93170619,68737913,0,467463,3076,92700080,0,43859416
2005866,202005,15,15029,40021,15859381,76483322,60623941,0,0,0,76483322,0,85830962
2005867,202005,15,15029,40127,6983570,275835886,268852316,0,0,0,275835886,0,12049696
2005868,202005,15,15029,40130,0,1303989,1303989,0,76542,0,1227447,0,483090
2005869,202005,15,15029,40131,0,5574186,5574186,0,0,0,5574186,0,2518050
2005870,202005,15,15029,40137,1480688,83838890,82358202,0,0,0,83838890,0,2679094
2005871,202005,15,15029,40150,0,0,0,0,0,0,0,0,711239
2005879,202005,15,15030,40002,7748536,63675447,55926911,0,2203346,0,61472101,0,28449210
2005880,202005,15,15030,40012,24344728,100295556,75950828,0,348839,0,99946717,0,34163327
2005881,202005,15,15030,40014,1124904,37403803,36278899,0,0,4,37403799,0,15706239
2005882,202005,15,15030,40127,290310,47651289,47360979,1972,0,0,47649317,0,8779356
2005883,202005,15,15030,40130,0,3467132,3467132,0,13460,0,3453672,0,3155386
2005889,202005,15,15031,40002,32992815,177506726,144513911,0,23819845,0,153686881,0,84569967
2005890,202005,15,15031,40012,97826151,257662066,159835915,0,2199949,0,255462117,0,92214118
2005891,202005,15,15031,40127,24458271,827246700,802788429,1820,0,0,827244880,0,112258464
2005892,202005,15,15031,40130,0,3994821,3994821,0,0,0,3994821,0,2113346
2005893,202005,15,15031,40131,0,23710510,23710510,0,0,0,23710510,0,50124801
2005894,202005,15,15031,40137,1260414,258188053,256927639,0,0,0,258188053,0,14159585
2005895,202005,15,15031,40150,0,0,0,0,0,0,0,0,699372
2005903,202005,15,15032,40002,0,75201,75201,0,75201,0,0,0,0
2005907,202005,15,15033,40002,852396005,4487346919,3634950914,0,74134883,0,4413212036,5927,1338233126
2005908,202005,15,15033,40012,1344602779,4779001846,3434399067,0,28408084,0,4750593762,0,1129187644
2005909,202005,15,15033,40014,349554101,1687196689,1337642588,0,2631343,1605666,1682959680,4269,679674683
2005910,202005,15,15033,40021,270274627,1016360146,746085519,0,0,0,1016360146,0,872652899
2005911,202005,15,15033,40030,5936281,75765934,69829653,0,1122,0,75764812,0,29584802
2005912,202005,15,15033,40036,5173738,938463208,933289470,0,67409,0,938395799,0,382336157
2005913,202005,15,15033,40044,28351060,643998067,615647007,0,4229,0,643993838,0,481051406
2005914,202005,15,15033,40072,274247024,1271623851,997376827,0,12447568,6981690,1252194593,0,1651219835
2005915,202005,15,15033,40127,143660282,2597166694,2453506412,0,0,0,2597166694,0,494537921
2005916,202005,15,15033,40130,0,13915978,13915978,0,89990,0,13825988,0,15788906
2005917,202005,15,15033,40131,0,70390925,70390925,0,0,0,70390925,0,219584610
2005918,202005,15,15033,40137,10034710,865821514,855786804,0,0,0,865821514,0,11348377
2005919,202005,15,15033,40143,0,1994596,1994596,0,0,0,1994596,0,5977574
2005920,202005,15,15033,40150,0,271456,271456,0,0,0,271456,0,50685300
2005932,202005,15,15034,40002,0,21400,21400,0,21400,0,0,0,0
2005933,202005,15,15034,40014,37206540,257906219,220699679,0,1092005,401960,256412254,0,185985236
2005934,202005,15,15034,40127,73759,8869906,8796147,0,0,0,8869906,0,97016
2005940,202005,15,15035,40002,25768775,321498240,295729465,0,3221058,0,318277182,0,89675864
2005941,202005,15,15035,40012,49963517,117902722,67939205,0,1167218,0,116735504,0,34148110
2005942,202005,15,15035,40014,107680,109244,1564,0,0,0,109244,0,4
2005943,202005,15,15035,40036,32859,8843827,8810968,0,0,0,8843827,0,1475089
2005944,202005,15,15035,40127,3343498,129081018,125737520,0,0,0,129081018,0,30530024
2005945,202005,15,15035,40130,0,1667938,1667938,0,0,0,1667938,0,406973
2005946,202005,15,15035,40131,0,3500037,3500037,0,0,0,3500037,0,6653438
2005947,202005,15,15035,40137,564030,79273307,78709277,0,0,0,79273307,0,16077169
2005953,202005,15,15036,40002,0,313760,313760,0,313760,0,0,0,0
2005957,202005,15,15037,40002,96290162,1586792334,1490502172,0,6767663,0,1580024671,0,75743748
2005958,202005,15,15037,40012,671238003,2218305878,1547067875,0,11210803,9648,2207085427,0,582402771
2005959,202005,15,15037,40014,162071459,1385648037,1223576578,0,244654,122526,1385280857,0,403758138
2005960,202005,15,15037,40021,63002806,701834636,638831830,0,0,0,701834636,0,349391841
2005961,202005,15,15037,40030,1079953,172202475,171122522,0,0,0,172202475,0,58079986
2005962,202005,15,15037,40036,2134352,1085520488,1083386136,0,28602,0,1085491886,0,101531498
2005963,202005,15,15037,40042,5300,658386575,658381275,0,0,0,658386575,0,521606009
2005964,202005,15,15037,40044,42631814,928977192,886345378,0,0,0,928977192,0,532507916
2005965,202005,15,15037,40072,154352905,1331212797,1176859892,0,13821691,4586063,1312805043,0,1222722480
2005966,202005,15,15037,40127,503453,161975152,161471699,0,0,0,161975152,0,7186803
2005967,202005,15,15037,40130,0,2815675,2815675,0,49897,0,2765778,0,3411055
2005968,202005,15,15037,40132,28838376,430323678,401485302,0,0,0,430323678,0,156367905
2005969,202005,15,15037,40143,0,20532384,20532384,0,0,0,20532384,0,72126890
2005970,202005,15,15037,40150,0,2891290,2891290,0,0,0,2891290,0,90518899
2005982,202005,15,15038,40002,0,37489,37489,0,37489,0,0,0,0
